num_expediente;fecha;hora;localizacion;numero;Combinada;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga;Ciudad;latitud;longitud
2022S005446;2022-03-02;20:00:00;CALL. MONTESA / CALL. DON RAMON DE LA CRUZ;18;CALL. MONTESA / CALL. DON RAMON DE LA CRUZ,18,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14.0;Sin asistencia sanitaria;442973.095;4475524.658;N;;Madrid;40.42840443278674;-3.6722953563447844
2022S005446;2022-03-02;20:00:00;CALL. MONTESA / CALL. DON RAMON DE LA CRUZ;18;CALL. MONTESA / CALL. DON RAMON DE LA CRUZ,18,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;14.0;Sin asistencia sanitaria;442973.095;4475524.658;N;;Madrid;40.42840443278674;-3.6722953563447844
2022S005505;2022-03-03;07:35:00;CALL. VELAZQUEZ / CALL. JUAN BRAVO;83;CALL. VELAZQUEZ / CALL. JUAN BRAVO,83,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14.0;Sin asistencia sanitaria;442025.077;4476017.122;N;;Madrid;40.43277526051594;-3.6835157942510692
2022S005505;2022-03-03;07:35:00;CALL. VELAZQUEZ / CALL. JUAN BRAVO;83;CALL. VELAZQUEZ / CALL. JUAN BRAVO,83,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;14.0;Sin asistencia sanitaria;442025.077;4476017.122;N;;Madrid;40.43277526051594;-3.6835157942510692
2022S005558;2022-03-03;15:25:00;CALL. VELAZQUEZ / CALL. DIEGO DE LEON;97;CALL. VELAZQUEZ / CALL. DIEGO DE LEON,97,Madrid;4.0;SALAMANCA;Colisión lateral;Lluvia débil;Motocicleta > 125cc;Conductor;De 50 a 54 años;Hombre;2.0;Ingreso inferior o igual a 24 horas;442035.739;4476256.633;N;;Madrid;40.434933634441464;-3.683411943815358
2022S005558;2022-03-03;15:25:00;CALL. VELAZQUEZ / CALL. DIEGO DE LEON;97;CALL. VELAZQUEZ / CALL. DIEGO DE LEON,97,Madrid;4.0;SALAMANCA;Colisión lateral;Lluvia débil;Turismo;Conductor;De 55 a 59 años;Hombre;14.0;Sin asistencia sanitaria;442035.739;4476256.633;N;;Madrid;40.434933634441464;-3.683411943815358
2022S005560;2022-03-03;16:20:00;CALL. JUAN BRAVO,5;5;CALL. JUAN BRAVO,5,5,Madrid;4.0;SALAMANCA;Alcance;LLuvia intensa;Bicicleta;Conductor;De 30 a 34 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;441952.155;4476035.408;N;;Madrid;40.4329349036273;-3.684377145824935
2022S005560;2022-03-03;16:20:00;CALL. JUAN BRAVO,5;5;CALL. JUAN BRAVO,5,5,Madrid;4.0;SALAMANCA;Alcance;LLuvia intensa;Turismo;Conductor;De 55 a 59 años;Hombre;14.0;Sin asistencia sanitaria;441952.155;4476035.408;N;;Madrid;40.4329349036273;-3.684377145824935
2022S005577;2022-03-03;15:55:00;PASEO. RECOLETOS,20;20;PASEO. RECOLETOS,20,20,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;;Turismo;Conductor;De 45 a 49 años;Hombre;14.0;Sin asistencia sanitaria;441383.024;4474935.749;N;;Madrid;40.422988735267936;-3.690985278288972
2022S005577;2022-03-03;15:55:00;PASEO. RECOLETOS,20;20;PASEO. RECOLETOS,20,20,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;;Turismo;Conductor;De 60 a 64 años;Hombre;14.0;Sin asistencia sanitaria;441383.024;4474935.749;N;;Madrid;40.422988735267936;-3.690985278288972
2022S005578;2022-03-03;18:40:00;CALL. ALCALA,237;237;CALL. ALCALA,237,237,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;;Turismo;Conductor;De 50 a 54 años;Hombre;;;443993.438;4475868.371;N;;Madrid;40.43157010304324;-3.6602974883286805
2022S005578;2022-03-03;18:40:00;CALL. ALCALA,237;237;CALL. ALCALA,237,237,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;;Turismo;Conductor;Desconocido;Desconocido;;;443993.438;4475868.371;N;;Madrid;40.43157010304324;-3.6602974883286805
2022S005584;2022-03-03;19:52:00;CALL. FRANCISCO SILVELA / CALL. DIEGO DE LEON;52;CALL. FRANCISCO SILVELA / CALL. DIEGO DE LEON,52,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Lluvia débil;Autobús;Conductor;De 35 a 39 años;Hombre;;;442807.456;4476204.123;N;;Madrid;40.43451402464056;-3.6743090994020497
2022S005584;2022-03-03;19:52:00;CALL. FRANCISCO SILVELA / CALL. DIEGO DE LEON;52;CALL. FRANCISCO SILVELA / CALL. DIEGO DE LEON,52,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Lluvia débil;Autobús;Pasajero;De 50 a 54 años;Mujer;;;442807.456;4476204.123;N;;Madrid;40.43451402464056;-3.6743090994020497
2022S005584;2022-03-03;19:52:00;CALL. FRANCISCO SILVELA / CALL. DIEGO DE LEON;52;CALL. FRANCISCO SILVELA / CALL. DIEGO DE LEON,52,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Lluvia débil;Furgoneta;Conductor;De 30 a 34 años;Hombre;;;442807.456;4476204.123;N;;Madrid;40.43451402464056;-3.6743090994020497
2022S005617;2022-03-03;21:15:00;AUTOV. M-30,+00500I;+00500I;AUTOV. M-30,+00500I,+00500I,Madrid;4.0;SALAMANCA;Alcance;LLuvia intensa;Turismo;Conductor;De 18 a 20 años;Hombre;14.0;Sin asistencia sanitaria;444068.746;4476924.392;N;;Madrid;40.44108836042735;-3.65950263710696
2022S005617;2022-03-03;21:15:00;AUTOV. M-30,+00500I;+00500I;AUTOV. M-30,+00500I,+00500I,Madrid;4.0;SALAMANCA;Alcance;LLuvia intensa;Turismo;Conductor;De 25 a 29 años;Hombre;14.0;Sin asistencia sanitaria;444068.746;4476924.392;N;;Madrid;40.44108836042735;-3.65950263710696
2022S005617;2022-03-03;21:15:00;AUTOV. M-30,+00500I;+00500I;AUTOV. M-30,+00500I,+00500I,Madrid;4.0;SALAMANCA;Alcance;LLuvia intensa;Turismo;Pasajero;De 15 a 17 años;Mujer;14.0;Sin asistencia sanitaria;444068.746;4476924.392;N;;Madrid;40.44108836042735;-3.65950263710696
2022S005619;2022-03-03;21:35:00;CALL. GOYA / estacionamiento subterraneo el corte igles;76;CALL. GOYA / estacionamiento subterraneo el corte igles,76,Madrid;4.0;SALAMANCA;Atropello a persona;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14.0;Sin asistencia sanitaria;443411.109;4475016.686;N;;Madrid;40.42385826539801;-3.6670866902310753
2022S005619;2022-03-03;21:35:00;CALL. GOYA / estacionamiento subterraneo el corte igles;76;CALL. GOYA / estacionamiento subterraneo el corte igles,76,Madrid;4.0;SALAMANCA;Atropello a persona;Despejado;Turismo;Peatón;De 40 a 44 años;Hombre;3.0;Ingreso superior a 24 horas;443411.109;4475016.686;N;;Madrid;40.42385826539801;-3.6670866902310753
2022S005625;2022-03-03;23:50:00;CALL. ARMADA ESPAÑOLA / PASEO. RECOLETOS;1;CALL. ARMADA ESPAÑOLA / PASEO. RECOLETOS,1,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Lluvia débil;Tractocamión;Conductor;De 45 a 49 años;Hombre;;;441449.027;4475105.791;N;;Madrid;40.424525203545016;-3.6902229367286536
2022S005625;2022-03-03;23:50:00;CALL. ARMADA ESPAÑOLA / PASEO. RECOLETOS;1;CALL. ARMADA ESPAÑOLA / PASEO. RECOLETOS,1,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 35 a 39 años;Hombre;;;441449.027;4475105.791;S;;Madrid;40.424525203545016;-3.6902229367286536
2022S005632;2022-03-04;02:30:00;CALL. MARIA DE MOLINA,18;18;CALL. MARIA DE MOLINA,18,18,Madrid;4.0;SALAMANCA;Choque contra obstáculo fijo;Se desconoce;Turismo;Conductor;De 25 a 29 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;441906.374;4476590.876;N;;Madrid;40.43793562849664;-3.684967640046665
2022S005658;2022-03-04;09:35:00;AVDA. BONN,23;23;AVDA. BONN,23,23,Madrid;4.0;SALAMANCA;Colisión lateral;Nublado;Turismo;Conductor;De 35 a 39 años;Mujer;14.0;Sin asistencia sanitaria;443923.35;4476646.387;N;;Madrid;40.438574155492475;-3.661192400942086
2022S005658;2022-03-04;09:35:00;AVDA. BONN,23;23;AVDA. BONN,23,23,Madrid;4.0;SALAMANCA;Colisión lateral;Nublado;Turismo;Conductor;De 60 a 64 años;Hombre;14.0;Sin asistencia sanitaria;443923.35;4476646.387;N;;Madrid;40.438574155492475;-3.661192400942086
2022S005665;2022-03-04;12:30:00;CALL. GOYA / CALL. ALCALA;56;CALL. GOYA / CALL. ALCALA,56,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Nublado;Motocicleta > 125cc;Conductor;De 40 a 44 años;Hombre;2.0;Ingreso inferior o igual a 24 horas;442684.056;4475127.821;N;;Madrid;40.42480965874905;-3.675666863609554
2022S005665;2022-03-04;12:30:00;CALL. GOYA / CALL. ALCALA;56;CALL. GOYA / CALL. ALCALA,56,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Nublado;Motocicleta > 125cc;Pasajero;Menor de 5 años;Mujer;2.0;Ingreso inferior o igual a 24 horas;442684.056;4475127.821;N;;Madrid;40.42480965874905;-3.675666863609554
2022S005665;2022-03-04;12:30:00;CALL. GOYA / CALL. ALCALA;56;CALL. GOYA / CALL. ALCALA,56,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 65 a 69 años;Hombre;14.0;Sin asistencia sanitaria;442684.056;4475127.821;N;;Madrid;40.42480965874905;-3.675666863609554
2022S005670;2022-03-04;14:01:00;CALL. GOYA,1;1;CALL. GOYA,1,1,Madrid;4.0;SALAMANCA;Choque contra obstáculo fijo;;Furgoneta;Conductor;De 40 a 44 años;Mujer;;;441500.057;4475217.307;N;;Madrid;40.42553338341963;-3.6896316756771395
2022S005680;2022-03-04;14:30:00;AUTOV. M-30,+00500I   PK 5,200;+00500I;AUTOV. M-30,+00500I   PK 5,200,+00500I,Madrid;4.0;SALAMANCA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;444062.334;4476693.441;N;;Madrid;40.43900740295687;-3.6595579045439632
2022S005680;2022-03-04;14:30:00;AUTOV. M-30,+00500I   PK 5,200;+00500I;AUTOV. M-30,+00500I   PK 5,200,+00500I,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Mujer;14.0;Sin asistencia sanitaria;444062.334;4476693.441;N;;Madrid;40.43900740295687;-3.6595579045439632
2022S005681;2022-03-03;21:55:00;CALL. GOYA / CALL. VELAZQUEZ;31;CALL. GOYA / CALL. VELAZQUEZ,31,Madrid;4.0;SALAMANCA;Atropello a persona;Lluvia débil;Turismo;Conductor;De 60 a 64 años;Hombre;14.0;Sin asistencia sanitaria;441949.434;4475179.362;N;;Madrid;40.425223032845295;-3.6843310511074043
2022S005681;2022-03-03;21:55:00;CALL. GOYA / CALL. VELAZQUEZ;31;CALL. GOYA / CALL. VELAZQUEZ,31,Madrid;4.0;SALAMANCA;Atropello a persona;Lluvia débil;Turismo;Peatón;De 45 a 49 años;Hombre;6.0;Asistencia sanitaria inmediata en centro de salud o mutua;441949.434;4475179.362;N;;Madrid;40.425223032845295;-3.6843310511074043
2022S005689;2022-03-04;15:20:00;CALL. VELAZQUEZ / CALL. GOYA;31;CALL. VELAZQUEZ / CALL. GOYA,31,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;441960.879;4475169.317;N;;Madrid;40.425133341;-3.684195223530949
2022S005689;2022-03-04;15:20:00;CALL. VELAZQUEZ / CALL. GOYA;31;CALL. VELAZQUEZ / CALL. GOYA,31,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;14.0;Sin asistencia sanitaria;441960.879;4475169.317;N;;Madrid;40.425133341;-3.684195223530949
2022S005690;2022-03-04;18:00:00;AVDA. AMERICA,60;60;AVDA. AMERICA,60,60,Madrid;4.0;SALAMANCA;Colisión lateral;Nublado;Motocicleta > 125cc;Conductor;De 50 a 54 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;443706.598;4477185.955;N;;Madrid;40.44342021376537;-3.6637957425525
2022S005690;2022-03-04;18:00:00;AVDA. AMERICA,60;60;AVDA. AMERICA,60,60,Madrid;4.0;SALAMANCA;Colisión lateral;Nublado;Motocicleta > 125cc;Pasajero;De 50 a 54 años;Mujer;7.0;Asistencia sanitaria sólo en el lugar del accidente;443706.598;4477185.955;N;;Madrid;40.44342021376537;-3.6637957425525
2022S005690;2022-03-04;18:00:00;AVDA. AMERICA,60;60;AVDA. AMERICA,60,60,Madrid;4.0;SALAMANCA;Colisión lateral;Nublado;Turismo;Conductor;De 40 a 44 años;Hombre;14.0;Sin asistencia sanitaria;443706.598;4477185.955;N;;Madrid;40.44342021376537;-3.6637957425525
2022S005772;2022-03-05;06:30:00;PASEO. CASTELLANA,42;42;PASEO. CASTELLANA,42,42,Madrid;4.0;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14.0;Sin asistencia sanitaria;441639.89;4476109.187;S;;Madrid;40.43357768832276;-3.688065236384506
2022S005772;2022-03-05;06:30:00;PASEO. CASTELLANA,42;42;PASEO. CASTELLANA,42,42,Madrid;4.0;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14.0;Sin asistencia sanitaria;441639.89;4476109.187;N;;Madrid;40.43357768832276;-3.688065236384506
2022S005772;2022-03-05;06:30:00;PASEO. CASTELLANA,42;42;PASEO. CASTELLANA,42,42,Madrid;4.0;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 21 a 24 años;Hombre;14.0;Sin asistencia sanitaria;441639.89;4476109.187;N;;Madrid;40.43357768832276;-3.688065236384506
2022S005772;2022-03-05;06:30:00;PASEO. CASTELLANA,42;42;PASEO. CASTELLANA,42,42,Madrid;4.0;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 25 a 29 años;Hombre;14.0;Sin asistencia sanitaria;441639.89;4476109.187;N;;Madrid;40.43357768832276;-3.688065236384506
2022S005781;2022-03-04;14:00:00;AUTOV. M-30,PK 5,100 CALZADA 1 CENTRAL;+00500I;AUTOV. M-30,PK 5,100 CALZADA 1 CENTRAL,+00500I,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;;;444087.536;4476944.3;N;;Madrid;40.441268965662836;-3.6592828444233985
2022S005781;2022-03-04;14:00:00;AUTOV. M-30,PK 5,100 CALZADA 1 CENTRAL;+00500I;AUTOV. M-30,PK 5,100 CALZADA 1 CENTRAL,+00500I,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;;;444087.536;4476944.3;N;;Madrid;40.441268965662836;-3.6592828444233985
2022S005819;2022-03-05;20:17:00;CALL. ROBERTO DOMINGO / AVDA. TOREROS;1A;CALL. ROBERTO DOMINGO / AVDA. TOREROS,1A,Madrid;4.0;SALAMANCA;Colisión frontal;Despejado;Turismo;Conductor;De 18 a 20 años;Mujer;7.0;Asistencia sanitaria sólo en el lugar del accidente;443889.797;4476021.558;N;;Madrid;40.43294310725367;-3.661532825149772
2022S005819;2022-03-05;20:17:00;CALL. ROBERTO DOMINGO / AVDA. TOREROS;1A;CALL. ROBERTO DOMINGO / AVDA. TOREROS,1A,Madrid;4.0;SALAMANCA;Colisión frontal;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;443889.797;4476021.558;N;;Madrid;40.43294310725367;-3.661532825149772
2022S005819;2022-03-05;20:17:00;CALL. ROBERTO DOMINGO / AVDA. TOREROS;1A;CALL. ROBERTO DOMINGO / AVDA. TOREROS,1A,Madrid;4.0;SALAMANCA;Colisión frontal;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;14.0;Sin asistencia sanitaria;443889.797;4476021.558;N;;Madrid;40.43294310725367;-3.661532825149772
2022S005834;2022-03-05;23:00:00;CALL. FRANCISCO SILVELA / AVDA. AMERICA;78;CALL. FRANCISCO SILVELA / AVDA. AMERICA,78,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 35 a 39 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;442568.983;4476522.09;N;;Madrid;40.43736199479544;-3.67714928400472
2022S005834;2022-03-05;23:00:00;CALL. FRANCISCO SILVELA / AVDA. AMERICA;78;CALL. FRANCISCO SILVELA / AVDA. AMERICA,78,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14.0;Sin asistencia sanitaria;442568.983;4476522.09;N;;Madrid;40.43736199479544;-3.67714928400472
2022S005901;2022-03-06;12:55:00;CALL. SERRANO,25;25;CALL. SERRANO,25,25,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 50 a 54 años;Mujer;2.0;Ingreso inferior o igual a 24 horas;441665.39;4475329.903;N;;Madrid;40.426559312083725;-3.687693097380339
2022S005901;2022-03-06;12:55:00;CALL. SERRANO,25;25;CALL. SERRANO,25,25,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 50 a 54 años;Mujer;14.0;Sin asistencia sanitaria;441665.39;4475329.903;N;;Madrid;40.426559312083725;-3.687693097380339
2022S005901;2022-03-06;12:55:00;CALL. SERRANO,25;25;CALL. SERRANO,25,25,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;441665.39;4475329.903;N;;Madrid;40.426559312083725;-3.687693097380339
2022S005929;2022-03-07;01:20:00;CALL. PRINCIPE DE VERGARA / CALL. AYALA;36;CALL. PRINCIPE DE VERGARA / CALL. AYALA,36,Madrid;4.0;SALAMANCA;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;De 21 a 24 años;Hombre;14.0;Sin asistencia sanitaria;442305.654;4475175.578;S;;Madrid;40.42521372348731;-3.6801316777778053
2022S005930;2022-03-07;02:00:00;CALL. GENERAL DIAZ PORLIER,27;27;CALL. GENERAL DIAZ PORLIER,27,27,Madrid;4.0;SALAMANCA;Otro;;Turismo;Conductor;De 50 a 54 años;Hombre;;;442566.695;4475383.569;N;;Madrid;40.42710547317644;-3.6770733804251696
2022S005934;2022-03-07;05:40:00;AVDA. AMERICA,40;40;AVDA. AMERICA,40,40,Madrid;4.0;SALAMANCA;Vuelco;;Turismo;Conductor;Desconocido;Desconocido;;;443462.706;4477011.033;;;Madrid;40.44182788015129;-3.666655895380391
2022S005987;2022-03-07;17:15:00;CALL. O'DONNELL,37;37;CALL. O'DONNELL,37,37,Madrid;4.0;SALAMANCA;Choque contra obstáculo fijo;Nublado;Autobús;Conductor;De 40 a 44 años;Hombre;14.0;Sin asistencia sanitaria;442693.236;4474771.571;N;;Madrid;40.42160100779522;-3.67552654671623
2022S006026;2022-03-08;10:25:00;CALL. FRANCISCO SILVELA / CALL. MARTINEZ IZQUIERDO;32;CALL. FRANCISCO SILVELA / CALL. MARTINEZ IZQUIERDO,32,Madrid;4.0;SALAMANCA;Alcance;Nublado;Furgoneta;Conductor;De 25 a 29 años;Hombre;;;442984.615;4475941.814;N;;Madrid;40.43216317631655;-3.6721969719204157
2022S006026;2022-03-08;10:25:00;CALL. FRANCISCO SILVELA / CALL. MARTINEZ IZQUIERDO;32;CALL. FRANCISCO SILVELA / CALL. MARTINEZ IZQUIERDO,32,Madrid;4.0;SALAMANCA;Alcance;Nublado;Turismo;Conductor;De 45 a 49 años;Hombre;;;442984.615;4475941.814;N;;Madrid;40.43216317631655;-3.6721969719204157
2022S006036;2022-03-07;14:00:00;PLAZA. INDEPENDENCIA / CALL. ALCALA;1;PLAZA. INDEPENDENCIA / CALL. ALCALA,1,Madrid;4.0;SALAMANCA;Colisión múltiple;Despejado;Camión rígido;Conductor;De 45 a 49 años;Mujer;14.0;Sin asistencia sanitaria;441530.209;4474609.503;N;;Madrid;40.42006010707519;-3.6892203636515397
2022S006036;2022-03-07;14:00:00;PLAZA. INDEPENDENCIA / CALL. ALCALA;1;PLAZA. INDEPENDENCIA / CALL. ALCALA,1,Madrid;4.0;SALAMANCA;Colisión múltiple;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14.0;Sin asistencia sanitaria;441530.209;4474609.503;N;;Madrid;40.42006010707519;-3.6892203636515397
2022S006036;2022-03-07;14:00:00;PLAZA. INDEPENDENCIA / CALL. ALCALA;1;PLAZA. INDEPENDENCIA / CALL. ALCALA,1,Madrid;4.0;SALAMANCA;Colisión múltiple;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14.0;Sin asistencia sanitaria;441530.209;4474609.503;N;;Madrid;40.42006010707519;-3.6892203636515397
2022S006037;2022-03-08;12:50:00;CALL. GOYA,21;21;CALL. GOYA,21,21,Madrid;4.0;SALAMANCA;Colisión lateral;Nublado;Turismo;Conductor;De 35 a 39 años;Hombre;;;441783.011;4475196.027;N;;Madrid;40.42536153063246;-3.68629432683789
2022S006037;2022-03-08;12:50:00;CALL. GOYA,21;21;CALL. GOYA,21,21,Madrid;4.0;SALAMANCA;Colisión lateral;Nublado;Turismo;Conductor;De 35 a 39 años;Hombre;;;441783.011;4475196.027;N;;Madrid;40.42536153063246;-3.68629432683789
2022S006051;2022-03-08;16:54:00;CALL. JORGE JUAN,9;9;CALL. JORGE JUAN,9,9,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;;;441763.663;4475033.873;N;;Madrid;40.42389941355534;-3.6865075445945963
2022S006051;2022-03-08;16:54:00;CALL. JORGE JUAN,9;9;CALL. JORGE JUAN,9,9,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14.0;Sin asistencia sanitaria;441763.663;4475033.873;N;;Madrid;40.42389941355534;-3.6865075445945963
2022S006069;2022-03-08;20:28:00;AUTOV. M-30,+00500I PK 5.500 LATERAL CALZADA 1;+00500I;AUTOV. M-30,+00500I PK 5.500 LATERAL CALZADA 1,+00500I,Madrid;4.0;SALAMANCA;Alcance;Nublado;Turismo;Conductor;De 21 a 24 años;Hombre;;;443961.19;4476053.079;N;;Madrid;40.433231878169124;-3.660693942287714
2022S006069;2022-03-08;20:28:00;AUTOV. M-30,+00500I PK 5.500 LATERAL CALZADA 1;+00500I;AUTOV. M-30,+00500I PK 5.500 LATERAL CALZADA 1,+00500I,Madrid;4.0;SALAMANCA;Alcance;Nublado;Turismo;Conductor;De 40 a 44 años;Hombre;;;443961.19;4476053.079;N;;Madrid;40.433231878169124;-3.660693942287714
2022S006069;2022-03-08;20:28:00;AUTOV. M-30,+00500I PK 5.500 LATERAL CALZADA 1;+00500I;AUTOV. M-30,+00500I PK 5.500 LATERAL CALZADA 1,+00500I,Madrid;4.0;SALAMANCA;Alcance;Nublado;Turismo;Conductor;De 45 a 49 años;Hombre;;;443961.19;4476053.079;N;;Madrid;40.433231878169124;-3.660693942287714
2022S006069;2022-03-08;20:28:00;AUTOV. M-30,+00500I PK 5.500 LATERAL CALZADA 1;+00500I;AUTOV. M-30,+00500I PK 5.500 LATERAL CALZADA 1,+00500I,Madrid;4.0;SALAMANCA;Alcance;Nublado;Turismo;Pasajero;De 35 a 39 años;Mujer;;;443961.19;4476053.079;N;;Madrid;40.433231878169124;-3.660693942287714
2022S006069;2022-03-08;20:28:00;AUTOV. M-30,+00500I PK 5.500 LATERAL CALZADA 1;+00500I;AUTOV. M-30,+00500I PK 5.500 LATERAL CALZADA 1,+00500I,Madrid;4.0;SALAMANCA;Alcance;Nublado;Turismo;Pasajero;Menor de 5 años;Mujer;;;443961.19;4476053.079;N;;Madrid;40.433231878169124;-3.660693942287714
2022S006114;2022-03-08;21:40:00;CALL. SERRANO / CALL. GOYA;36;CALL. SERRANO / CALL. GOYA,36,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;;;441653.162;4475207.621;N;;Madrid;40.42545687875044;-3.6878260186997895
2022S006114;2022-03-08;21:40:00;CALL. SERRANO / CALL. GOYA;36;CALL. SERRANO / CALL. GOYA,36,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;;;441653.162;4475207.621;N;;Madrid;40.42545687875044;-3.6878260186997895
2022S006142;2022-03-09;18:50:00;CALL. VILLANUEVA / CALL. SERRANO;3;CALL. VILLANUEVA / CALL. SERRANO,3,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14.0;Sin asistencia sanitaria;441640.893;4474885.452;N;;Madrid;40.422553761989626;-3.687941074005161
2022S006142;2022-03-09;18:50:00;CALL. VILLANUEVA / CALL. SERRANO;3;CALL. VILLANUEVA / CALL. SERRANO,3,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;7.0;Asistencia sanitaria sólo en el lugar del accidente;441640.893;4474885.452;N;;Madrid;40.422553761989626;-3.687941074005161
2022S006142;2022-03-09;18:50:00;CALL. VILLANUEVA / CALL. SERRANO;3;CALL. VILLANUEVA / CALL. SERRANO,3,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Pasajero;De 45 a 49 años;Hombre;14.0;Sin asistencia sanitaria;441640.893;4474885.452;N;;Madrid;40.422553761989626;-3.687941074005161
2022S006173;2022-03-10;09:00:00;CALL. VELAZQUEZ,82;82;CALL. VELAZQUEZ,82,82,Madrid;4.0;SALAMANCA;Colisión lateral;Lluvia débil;Todo terreno;Conductor;De 35 a 39 años;Mujer;;;442004.945;4475714.922;N;;Madrid;40.430051492432575;-3.683725558255118
2022S006173;2022-03-10;09:00:00;CALL. VELAZQUEZ,82;82;CALL. VELAZQUEZ,82,82,Madrid;4.0;SALAMANCA;Colisión lateral;Lluvia débil;Turismo;Conductor;De 60 a 64 años;Mujer;;;442004.945;4475714.922;N;;Madrid;40.430051492432575;-3.683725558255118
2022S006175;2022-03-10;09:05:00;CALL. DOCTOR ESQUERDO,49;49;CALL. DOCTOR ESQUERDO,49,49,Madrid;4.0;SALAMANCA;Colisión lateral;;Furgoneta;Conductor;De 30 a 34 años;Hombre;14.0;Sin asistencia sanitaria;443259.45;4474766.419;N;;Madrid;40.4215933993802;-3.6688520450995936
2022S006175;2022-03-10;09:05:00;CALL. DOCTOR ESQUERDO,49;49;CALL. DOCTOR ESQUERDO,49,49,Madrid;4.0;SALAMANCA;Colisión lateral;;Furgoneta;Conductor;De 45 a 49 años;Hombre;14.0;Sin asistencia sanitaria;443259.45;4474766.419;N;;Madrid;40.4215933993802;-3.6688520450995936
